Competitor product name,Competitor product brand,Competitor product EAN,Company product number,Company product name,Company product EAN,Company product code,Matching status,Matching score,,,,,,,,,,
Schwertpflanze Phyton Echinodorus Dschungelstar Nr. 3 T/10,Dennerle,4001615002638,2560168,Echinod. Dschu.star Nr. 3 T/10,4001615002638,2560168,AUTO,1,,,,,,,,,,
"Schwertpflanze Tornado Echinodorus Dschungelstar 14, XXL SP",Dennerle,4001615007701,2560237,"Echinod. Dschung elstar Nr.14, XXL",4001615007701,2560237,AUTO,1,,,,,,,,,,
Schwertpflanze Tornado Echinodorus Dschungelstar Nr. 14 T/15,Dennerle,4001615004755,2560170,Echinod. Dschu.star Nr.14 T/15,4001615004755,2560170,AUTO,1,,,,,,,,,,
"Schwimmbadschlauch 32mm, 6,6 m",,"4038755500687,4",2800249,"Schwimmschlauch 6,60 m 32 mm",4250286251535,2800249,VALIDATED,683,,,,,,,,,,
"Schwimmbadschlauch 38mm, 6m",,"4038755500618,2004069305005,2007000495575,2007000495582,8412081960296,4047778511952",2800247,Schwimmschlauch 38mm6 m,4250286251528,2800247,VALIDATED,"0,72",,,,,,,,,,
Schwimmende Wolfsmilch,Dennerle,"4001615006247,4",2560119,Phyllanthus fluitans Port.,4001615006247,2560119,AUTO,1,,,,,,,,,,
Schwimmgras,Dennerle,4001615003611,2560115,Hydroryza aristata Port.,4001615003611,2560115,AUTO,1,,,,,,,,,,
Schwimmthermometer,,"4038755026248,4",2665773,SCHWIMMTHERMOMETER,15561112017,2665773,AUTO,1,,,,,,,,,,
Schwingdeckeleimer Spirella Atlanta silber,spirella,7610583042651,5270136,Abfalleimer Atlanta Silver,7610583042651,5270136,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Atlanta weiß,spirella,7610583042644,5270073,Abfalleimer Atlanta White,7610583042644,5270073,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Bowl 1 Liter schwarz,spirella,7610583151391,5270137,Kosmetikeimer Bowl schwarz 16 x 14 cm,7610583151391,5270137,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Bowl 1 Liter weiß,spirella,7610583151384,5270138,Abfallkugel Bowl-Uni White,7610583151384,5270138,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Bowl-Shiny 1 Liter blau,spirella,7610583149695,5270189,Abfallkugel Bowl-Shiny Blue,7610583149695,5270189,AUTO,1,,,,,,,,,,
Schwingdeckeleimer Spirella Bowl-Shiny 1 Liter gelb,spirella,7610583149657,5270248,Abfallkugel Bowl-Shiny Yellow,7610583149657,5270248,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Bowl-Shiny 1 Liter grün,spirella,7610583151124,5270190,Abfallkugel Bowl-Shiny Kiwi,7610583151124,5270190,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Bowl-Shiny 1 Liter pink,spirella,7610583151131,5270245,Abfallkugel Bowl-Shiny Dark Pink,7610583151131,5270245,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Bowl-Shiny 1 Liter rot,spirella,7610583149671,5270247,Abfallkugel Bowl-Shiny Red,7610583149671,5270247,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Bowl-Shiny 1 Liter schwarz,spirella,7610583149725,5270075,Kosmetikeimer Bowl schwarz/chromfarben 16 x 14 cm,7610583149725,5270075,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Bowl-Shiny 1 Liter weiß,spirella,7610583149640,5270077,Abfallkugel Bowl-Shiny White,7610583149640,5270077,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Etna beige,spirella,7610583105554,5270139,Abfalleimer Etna Bahama,7610583105554,5270139,AUTO,1,,,,,,,,,,
Schwingdeckeleimer spirella Move 2 L frosty rose,spirella,7610583186744,5240472,Abfalleimer 2L Move Frosty-Rose,7610583186744,5240472,AUTO,1,,,,,,,,,,
Schwingdeckeleimer Spirella Move 2 Liter frosty orange,spirella,7610583104755,5240471,Abfalleimer klein Move Frosty-Orange,7610583104755,5240471,AUTO,1,,,,,,,,,,
Schwingdeckeleimer Spirella Move 2 Liter kiwi,Spirella,7610583095763,5260652,Abfalleimer klein Move frosty-kiwi,7610583095763,5260652,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Move 2 Liter weiß,spirella,7610583095909,5240478,Abfalleimer klein Move Frosty-White,7610583095909,5240478,AUTO,1,,,,,,,,,,
Schwingdeckeleimer spirella Move 5 L frosty rose,spirella,7610583186751,5240473,Abfalleimer 5L Move Frosty-Rose,7610583186751,5240473,AUTO,1,,,,,,,,,,
Schwingdeckeleimer Spirella Move 5 Liter blau,spirella,7610583095848,5270191,Abfalleimer Move Frosty-Blue,7610583095848,5270191,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Move 5 Liter kiwi,Spirella,7610583095770,5240470,Abfalleimer med. Move Frosty-Kiwi,7610583095770,5240470,AUTO,1,,,,,,,,,,
Schwingdeckeleimer Spirella Move 5 Liter weiß,spirella,7610583095916,5240479,Abfalleimer med. Move Frosty-White,7610583095916,5240479,AUTO,1,,,,,,,,,,
Schwingdeckeleimer Spirella Retro schwarz,spirella,7610583081377,5270076,Abfalleimer Retro Black,7610583081377,5270076,AUTO,1,,,,,,,,,,
Schwingdeckeleimer Spirella Sydney blau,spirella,7610583143853,5270192,Abfalleimer Sydney Blue,7610583143853,5270192,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Sydney Lila,spirella,7610583143846,5270249,Abfalleimer Sydney Purple,7610583143846,5270249,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Sydney Orange,Spirella,7610583143822,5270252,Abfalleimer Sydney Orange,7610583143822,5270252,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Sydney Rot,spirella,7610583143839,5270253,Abfalleimer Sydney Red,7610583143839,5270253,AUTO,0,,,,,,,,,,
Schwingdeckeleimer Spirella Sydney schwarz,spirella,7610583143884,5270080,Abfalleimer Sydney Black,7610583143884,5270080,AUTO,0,,,,,,,,,,
Schwingfenster VELUX GGL CK02 3059,Velux,5702326176548,6500117,Dachfenster GGL CK02 3059 55x78cm,5702326176548,6500117,AUTO,0,,,,,,,,,,
Schwingfenster VELUX GGL CK04 3059,Velux,5702326176593,6500118,Schwingfenster GGL CK04 3059 55x98cm,5702326176593,6500118,AUTO,0,,,,,,,,,,
Schwingfenster VELUX GGU CK02 0059,Velux,5702326177330,6500119,Dachfenster GGU CK02 0059 55x78cm,5702326177330,6500119,AUTO,0,,,,,,,,,,
Schwingfenster VELUX GGU CK04 0059,Velux,5702326177408,6500121,Dachfenster GGU CK04 0059 55x98cm,5702326177408,6500121,AUTO,0,,,,,,,,,,
Schwingfenster VELUX GGU FK06 0059,Velux,5702326177576,6500122,Dachfenster GGU FK06 0059 66x118cm,5702326177576,6500122,AUTO,0,,,,,,,,,,
Schwingfenster VELUX GGU MK06 0059,Velux,5702326177750,6500123,Dachfenster GGU MK06 0059 78x118cm,5702326177750,6500123,AUTO,0,,,,,,,,,,
Schwingliege Leco Duo Swing XXL Textilgewebe anthrazit,Leco,4009266763885,4110442,Duo-Swing XXL,4009266763885,4110442,AUTO,1,,,,,,,,,,
Schwingliege Leco Latonda Textilgewebe rot,Leco,4009266837753,4790838,Doppelschwingliege Latonda rot,4009266837753,4790838,AUTO,1,,,,,,,,,,
Schwingliege Leco Latonda Textilgewebe türkis,Leco,4009266837159,4790837,Doppelschwingliege Latonda türkis,4009266837159,4790837,AUTO,1,,,,,,,,,,
Schwingliege Leco Textilgewebe terracotta,Leco,4009266746819,4117102,Schwingliege anthrazit/terracotta,4009266746819,4117102,AUTO,1,,,,,,,,,,
Schwingliege Siena Garden Adria Textilgewebe schwarz,Siena Garden,4019111400605,4820034,"Adria Swing Liege schwarz, Alu-Gestell",4019111400605,4820034,AUTO,0,,,,,,,,,,
Schwingschleifer Bosch GSS 140-1 A inkl. Schleifblätter,Bosch Professional,3165140785907,1501169,Schwingschleifer GSS 140-1 A,3165140785907,1501169,AUTO,1,,,,,,,,,,
Schwingschleifer Bosch GSS 23 AE inkl. Schleifblätter,Bosch Professional,3165140875073,1500802,Schwingschleifer GSS 23 AE,3165140875073,1500802,AUTO,1,,,,,,,,,,
Schwingtor Hörmann Berry 902 2375x2125 mm weiß,Hörmann,"4005954520037,2",150209,"Schwingtor N80 902 2375x2125 mm, Weiss",4005954520037,150209,VALIDATED,737,,,,,,,,,,
Schwingtor Hörmann Berry 902 2500x2125 mm weiß,Hörmann,"4005954520020,2",150208,"Schwingtor N80 902 2500x2125 mm, Weiss",4005954520020,150208,VALIDATED,728,,,,,,,,,,
Schwingtor Hörmann Berry 902 3000x2125 mm weiß,Hörmann,"4005954520211,2",150208,"Schwingtor N80 902 2500x2125 mm, Weiss",4005954520020,150208,VALIDATED,693,,,,,,,,,,
SDS-Clic Schnellspannmutter M14 Bosch für Winkelschleifer,Bosch,"3165140033206,2",1806266,Schnellspannm. SDS-CLIC,3165140033206,1806266,AUTO,0,,,,,,,,,,
SDS Max Flachmeißel R- Tec Sharp Bosch 400 mm,Bosch Professional,3165140460385,1750670,SDS-max FlachmeisselRTec Sharp,3165140460385,1750670,AUTO,1,,,,,,,,,,
SDS Max Fliesenmeißel Bosch Long Life 50x300mm,Bosch,3165140397322,1750517,Fliesenmeissel SDS-max 50x300 mm,3165140397322,1750517,AUTO,1,,,,,,,,,,
SDS Max Hohlmeißel Bosch 26x300mm,Bosch,3165140022163,1750676,SDS-max Hohlmeissel,3165140022163,1750676,AUTO,1,,,,,,,,,,
SDS Max Spatmeißel Bosch 80x400mm,Bosch,3165140670135,1750520,Spatmeissel SDS-max 80x400 mm,3165140670135,1750520,AUTO,1,,,,,,,,,,
SDS Max Spiralbohrer Bosch Ø 12x540 mm,Bosch Professional,3165140564632,1750665,SDS max-7 Bohrer 12x400x540mm,3165140564632,1750665,AUTO,1,,,,,,,,,,
SDS Max Spiralbohrer Bosch Ø 20x520 mm,Bosch Professional,3165140565509,1750668,SDS max-7 Bohrer 20x400x520mm,3165140565509,1750668,AUTO,1,,,,,,,,,,
SDS Max Spiralbohrer Bosch Ø 25x520 mm,Bosch Professional,3165140565622,1750516,Hammerbohrer SDS-max25x400x520,3165140565622,1750516,AUTO,1,,,,,,,,,,
SDS Max Spiralbohrer Bosch Ø 32x520 mm,Bosch Professional,3165140565752,1750669,SDS max-7 Bohrer 32x400x520mm,3165140565752,1750669,AUTO,1,,,,,,,,,,
SDS Max Spitzmeißel R- Tec Speed Bosch 400 mm,Bosch Professional,3165140533621,1750518,Spitzmeissel SDS-max 400 mm,3165140533621,1750518,AUTO,1,,,,,,,,,,
SDS Plus Flachmeißel Bosch 250 mm,Bosch Professional,3165140308908,1750489,Flachmeissel Plus Long Life 20x250 mm,3165140308908,1750489,AUTO,1,,,,,,,,,,
SDS Plus Fliesenmeißel Bosch 260 mm,Bosch Professional,3165140328012,1750490,Fliesenmeissel SDS Long Life 40x260 mm,3165140328012,1750490,AUTO,1,,,,,,,,,,
SDS-plus Set Wolfcraft 3-tlg,Wolfcraft,4006885264908,1272030,1 SDS-Plus Set incl.Bohrfutter,4006885264908,1272030,AUTO,0,,,,,,,,,,
SDS Plus Spatmeißel Bosch 335mm,Bosch Professional,3165140506496,1750451,Spatmeis.SDS-plus Standard 40x250,3165140506496,1750451,AUTO,1,,,,,,,,,,
SDS Plus Spatmeißel Bosch 445 mm,Bosch Professional,3165140397315,1750519,Spatmeissel SDS-max 50x350 mm,3165140397315,1750519,AUTO,1,,,,,,,,,,
SDS Plus Spatmeißel Hitachi 250 mm,Hitachi,4250155816124,1771286,Spatmeissel SDSplus 40x250 mm,4035300639540,1771286,VALIDATED,698,,,,,,,,,,
SDS Plus Spiralbohrer Bosch Ø 10x165 mm,Bosch Professional,3165140027854,1750509,Hammerbohrer SDS Plus-5 10x165 mm,3165140027854,1750509,AUTO,1,,,,,,,,,,
SDS Plus Spiralbohrer Bosch Ø 12x165 mm,Bosch Professional,3165140027892,1750511,Hammerbohrer SDS Plus-5 12x165 mm,3165140027892,1750511,AUTO,1,,,,,,,,,,
SDS Plus Spiralbohrer Bosch Ø 14x215 mm,Bosch Professional,3165140028394,1750513,Hammerbohrer SDS Plus-5 14x215 mm,3165140028394,1750513,AUTO,1,,,,,,,,,,
SDS Plus Spiralbohrer Bosch Ø 16x215 mm,Bosch Professional,3165140047616,1750514,Hammerbohrer SDS Plus-5 16x215mm,3165140047616,1750514,AUTO,1,,,,,,,,,,
SDS Plus Spiralbohrer Bosch Ø 5x115 mm,Bosch Professional,3165140027724,1750503,Hammerbohrer SDS Plus-5 5x115 mm,3165140027724,1750503,AUTO,1,,,,,,,,,,
SDS Plus Spiralbohrer Bosch Ø 6x115 mm,Bosch Professional,3165140027748,1750504,Hammerbohrer SDS Plus-5 6x115 mm,3165140027748,1750504,AUTO,1,,,,,,,,,,
SDS Plus Spiralbohrer Bosch Ø 8x165 mm,Bosch Professional,3165140027816,1750506,Hammerbohrer SDS Plus-5 8x165 mm,3165140027816,1750506,AUTO,1,,,,,,,,,,
SDS Plus Spiralbohrer Bosch Ø 8x215 mm,Bosch Professional,3165140027823,1750508,Hammerbohrer SDS Plus-5 8x215 mm,3165140027823,1750508,AUTO,1,,,,,,,,,,
Sechskantschraube o. Schaft 5x50 mm DIN 933 verzinkt 100 Stück,Dresselhaus,"4001796029424,2005217626003,2007004524769,2007001368984",1622456,Sechskantschrauben AF8 Stahl verzinkt M5,4032526106870,1622456,VALIDATED,712,,,,,,,,,,
Sechskantschraube o. Schaft 6x20 mm DIN 933 verzinkt 100 Stück,Dresselhaus,"4001796029448,2005217628007,2007005012364,2007001368090",1622962,Sechskantschrauben AF10 Stahl verzinkt M6,4032526106887,1622962,VALIDATED,712,,,,,,,,,,
"Sechskant-Stiftschlüssel-Satz WGB, 9-tlg",WGB,4017467352968,1900294,Stiftschlüsselsatz CV 9-tlg.,4007104861229,1900294,VALIDATED,737,,,,,,,,,,
Seemandelbaumblätter Dennerle Catappa Leaves,Dennerle,4001615027440,2672934,Catappa Leaves 10 St Dennerle,4001615027440,2672934,AUTO,0,,,,,,,,,,
Segmentsägeblatt Bosch ACZ 70 RT5 Hartmetall RIFF Ø 65 mm,Bosch,3165140546782,1490054,Segmentsägeblatt HM-Riff 65 mm,3165140546782,1490054,AUTO,0,,,,,,,,,,
Segmentsägeblatt Bosch ACZ 85 EB Bi-Metall Ø 85 mm,Bosch,3165140523271,1506857,Segmentsägeblatt BIM Holz u. Metall,3165140437165,1506857,VALIDATED,828,,,,,,,,,,
Segmentsägeblatt Bosch ACZ 85 RD4 Diamant RIFF Ø 85 mm,Bosch,3165140546751,1490053,Segmentsägeblatt DIA-Riff 85 mm,3165140546751,1490053,AUTO,0,,,,,,,,,,
Segmentsägeblatt Bosch Bi-Metall Ø 100 mm,Bosch,3165140545532,1490056,BIM Segmentsägeblatt100 mm,3165140545532,1490056,AUTO,0,,,,,,,,,,
Segmentwellenschliffmesser Bosch Bi-Metall Ø 100 mm,Bosch,3165140546799,1490058,Wellenschliffmesser BIM 100 mm,3165140546799,1490058,AUTO,0,,,,,,,,,,
Seifenhalter HACEKA Mezzo Draht chrom,HACEKA,8711331281007,5282937,Seifenhalter Mezzo chrom,8711331281007,5282937,AUTO,1,,,,,,,,,,
Seifenschale HACEKA Allure chrom,HACEKA,8711331010249,5249695,Seifenhalter Allure,8711331010249,5249695,AUTO,0,,,,,,,,,,
Seifenschale HACEKA Ixi Draht edelstahl,HACEKA,8711331004460,5248199,Seifenhalter Ixi,8711331004460,5248199,AUTO,0,,,,,,,,,,
Seifenschale HACEKA Kosmos chrom,HACEKA,"8711331250300,2007000609019,2005139638009",5281870,Seifenhalter Kosmos chrom,8711331250300,5281870,AUTO,0,,,,,,,,,,
Seifenschale HACEKA Kosmos Tec matt gebürstet,HACEKA,8711331250348,5284169,Seifenhalter Kosmos Tec,8711331250348,5284169,AUTO,0,,,,,,,,,,
Seifenschale HACEKA Mezzo Tec Draht matt verchromt,HACEKA,8711331281045,5283377,Seifenhalter Mezzo Tec,8711331281045,5283377,AUTO,0,,,,,,,,,,
Seifenschale mit Halter Lenz Aura Chrom,Lenz,4009698340142,5250158,Seifenschale AURA chrom,4009698340142,5250158,AUTO,0,,,,,,,,,,
Seifenschale mit Halter Lenz Flame Chrom,Lenz,4009698490144,5250171,Seifenschale FLAME chrom,4009698490144,5250171,AUTO,0,,,,,,,,,,
Seifenschale mit Halter Lenz Pisa Chrom,Lenz,4009698510149,5250199,Seifenschale PISA chrom,4009698510149,5250199,AUTO,0,,,,,,,,,,
Seifenschale mit Halter Lenz Rain Chrom,Lenz,4009698220376,5250293,Seifenschale RAIN chrom,4009698220376,5250293,AUTO,0,,,,,,,,,,
Seifenschale mit Halter Lenz Sky Nickel-matt,Lenz,4009698221373,5250145,Seifenschale SKY nickel-matt,4009698221373,5250145,AUTO,0,,,,,,,,,,
Seifenschale mit Halter nie wieder bohren KLAAM chrom,nie wieder bohren,4260068544083,5256922,Seifenschale Klaam,4260068544083,5256922,AUTO,0,,,,,,,,,,
Seifenschale mit Halter nie wieder bohren MOON MO123 edelstahloptik,nie wieder bohren,4260068549415,5250252,Seifenschale m. GlasMoon,4260068549415,5250252,AUTO,0,,,,,,,,,,
Seifenschale mit Halter Scala Nickel-matt,Lenz,4009698500140,5250185,Seifenschale SCALA nickel-matt,4009698500140,5250185,AUTO,0,,,,,,,,,,
Seifenschale nie wieder bohren KLAAM Korb chrom,nie wieder bohren,4260068544090,5256944,Seifenkorb Klaam,4260068544090,5256944,AUTO,0,,,,,,,,,,
Seifenschale Spirella Move frosty weiß,spirella,7610583095879,5270289,Seifenschale Move Frosty-White,7610583095879,5270289,AUTO,0,,,,,,,,,,
"Seifenschale Weiß 11,3x19,9 cm",,8712856023257,8712856023264,5267449,Seifenschale weiss mit Powerstripes,8712856023257,5267449,AUTO,0,,,,,,,,,
Seifenspender Chrom 10x15cm,,8712856019021,8712856019014,2005129746004,5260245,Seifenspender Smart verchromt,8712856019021,5260245,AUTO,0,,,,,,,,
Seifenspender Edge Chrom HACEKA,HACEKA,8718315000432,5240126,Seifenspender Edge,8718315000432,5240126,AUTO,0,,,,,,,,,,
Seifenspender HACEKA Allure chrom,HACEKA,8711331010348,5249740,Seifenspender Allure,8711331010348,5249740,AUTO,0,,,,,,,,,,
Seifenspender Haceka Ixi edelstahl,Haceka,8711331004514,5240514,Seifenspender Ixi Edelstahl,8718848086002,5240514,AUTO,1,,,,,,,,,,
Seifenspender HACEKA Ixi edelstahl,HACEKA,8718848086002,5240514,Seifenspender Ixi Edelstahl,8718848086002,5240514,AUTO,1,,,,,,,,,,
Seifenspender HACEKA Kosmos chrom,HACEKA,8711331251611,5284060,Seifenspender Kosmos chrom,8711331251611,5284060,AUTO,0,,,,,,,,,,
Seifenspender HACEKA Kosmos chrom/Glas,HACEKA,"8711331251604,2007000609118,2005139650001",5284059,Seifenspender Kosmos chrom,8711331251604,5284059,AUTO,0,,,,,,,,,,
Seifenspender HACEKA Kosmos Tec matt gebürstet,HACEKA,8711331251666,5284488,Seifenspender Kosmos Tec,8711331251666,5284488,AUTO,0,,,,,,,,,,
Seifenspender HACEKA Kosmos Tec matt gebürstet/Glas,HACEKA,8711331251642,5284466,Seifenspender Kosmos Tec,8711331251642,5284466,AUTO,0,,,,,,,,,,
Seifenspender HACEKA Mezzo chrom,HACEKA,8711331281601,5282970,Seifenspender Mezzo chrom,8711331281601,5282970,AUTO,0,,,,,,,,,,
Seifenspender HACEKA Mezzo Tec matt gebürstet,HACEKA,8711331281649,5284246,Seifenspender Mezzo Tec,8711331281649,5284246,AUTO,0,,,,,,,,,,
Seifenspender mit Halter hansgrohe Logis chrom,hansgrohe,4011097584829,5200118,Lotionsspender Logis chrom,4011097584829,5200118,AUTO,0,,,,,,,,,,
Seifenspender mit Halter Lenz Aura Chrom,Lenz,4009698340197,5250159,Seifenspender AURA chrom,4009698340197,5250159,AUTO,0,,,,,,,,,,
Seifenspender mit Halter Lenz Flame Chrom,Lenz,4009698490199,5250172,Seifenspender FLAME chrom,4009698490199,5250172,AUTO,0,,,,,,,,,,
Seifenspender mit Halter Lenz Pisa Chrom,Lenz,4009698510194,5250200,Seifenspender PISA chrom,4009698510194,5250200,AUTO,0,,,,,,,,,,
Seifenspender mit Halter Lenz Rain Chrom,Lenz,4009698220383,5250294,Seifenspender RAIN chrom,4009698220383,5250294,AUTO,0,,,,,,,,,,
Seifenspender mit Halter Lenz Siena Chrom,Lenz,4009698530192,5250222,Seifenspender SIENA chrom,4009698530192,5250222,AUTO,0,,,,,,,,,,
Seifenspender mit Halter Lenz Sky Nickel-matt,Lenz,4009698221380,5250146,Seifenspender SKY nickel-matt,4009698221380,5250146,AUTO,0,,,,,,,,,,
Seifenspender mit Halter nie wieder bohren MOON MO412 edelstahloptik,nie wieder bohren,4260068549545,5250264,Seifenspender Moon,4260068549545,5250264,AUTO,0,,,,,,,,,,
Seifenspender mit Halter Scala Nickel-matt,Lenz,4009698500195,5250186,Seifenspender SCALA nickel-matt,4009698500195,5250186,AUTO,0,,,,,,,,,,
Seifenspender Move weiß spirella,spirella,7610583149572,5270282,Seifenspender Move White,7610583149572,5270282,AUTO,1,,,,,,,,,,
Seifenspender nie wieder bohren HUKK chrom,nie wieder bohren,4260244075653,5250529,Seifenspender Hukk,4260244075653,5250529,AUTO,0,,,,,,,,,,
Seifenspender nie wieder bohren KLAAM chrom,nie wieder bohren,4260244075639,5250528,Seifenspender Klaam,4260244075639,5250528,AUTO,0,,,,,,,,,,
Seifenspender smart weiß,,8712856018994,8712856018987,2005129744000,5260243,Spender Smart weiss,8712856018994,5260243,AUTO,0,,,,,,,,
Seifenspender Spirella Cocco lila,Spirella,7610583172112,5270343,Seifenspender Cocco Purple,7610583172112,5270343,AUTO,1,,,,,,,,,,
Seifenspender Spirella Cocco orange,spirella,7610583172174,5270346,Seifenspender Cocco Orange,7610583172174,5270346,AUTO,1,,,,,,,,,,
Seifenspender spirella Etna sand,spirella,7610583143488,5270096,Seifenspender Etna-Polyresin Sand,7610583143488,5270096,AUTO,1,,,,,,,,,,
Seifenspender spirella Etna Stone,spirella,7610583136435,5270086,Seifenspender Etna-Polyresin Stone,7610583136435,5270086,AUTO,0,,,,,,,,,,
Seifenspender Spirella Freddo grün,spirella,7610583161017,5240507,Dispenser Freddo Light-Green,7610583161017,5240507,AUTO,1,,,,,,,,,,
Seifenspender Spirella Level frosty weiß,spirella,"7610583419071,2",5270092,Seifenspender Level Frosty-White,7610583419071,5270092,AUTO,0,,,,,,,,,,
Seifenspender Spirella Max light grün,spirella,7610583135599,5270162,Seifenspender Max-Acryl Olive,7610583135599,5270162,AUTO,0,,,,,,,,,,
Seifenspender Spirella Max light Klar,spirella,7610583135551,5270124,Seifenspender Max-Acryl Clear,7610583135551,5270124,AUTO,0,,,,,,,,,,
Seifenspender Spirella Move frosty blau,Spirella,7610583095817,1009581,5270293,Seifenspender Move Frosty-Blue,7610583095817,5270293,AUTO,0,,,,,,,,,
Seifenspender Spirella Move frosty gelb,spirella,7610583104823,5270306,Seifenspender Move Frosty-Sun,7610583104823,5270306,AUTO,0,,,,,,,,,,
Seifenspender Spirella Move frosty kiwi,Spirella,7610583095749,1009574,5270296,Seifenspender Move Frosty-Kiwi,7610583095749,5270296,AUTO,0,,,,,,,,,
Seifenspender Spirella Move frosty marine,spirella,7610583149459,5260649,Seifenspender Move frosty-marine,7610583149459,5260649,AUTO,1,,,,,,,,,,
Seifenspender Spirella Move frosty orange,spirella,7610583104731,5270300,Seifenspender Move Frosty-Orange,7610583104731,5270300,AUTO,1,,,,,,,,,,
Seifenspender spirella Move frosty rose,spirella,7610583186713,5240474,Dispenser Move Frosty-Rose,7610583186713,5240474,AUTO,1,,,,,,,,,,
Seifenspender Spirella Move frosty weiß,spirella,7610583095886,5270290,Seifenspender Move Frosty-White,7610583095886,5270290,AUTO,0,,,,,,,,,,
Seifenspender Spirella Move schwarz,spirella,7610583149510,5270285,Seifenspender Move Black,7610583149510,5270285,AUTO,1,,,,,,,,,,
Seifenspender spirella Nyo-Acryl Blau,spirella,7610583164346,5270316,Seifenspender Nyo-Acryl Clear Navy,7610583164346,5270316,AUTO,0,,,,,,,,,,
Seifenspender Spirella Nyo-Steel edelstahl,spirella,7610583154217,5270131,Seifenspender Nyo-Steel Brushed,7610583154217,5270131,AUTO,1,,,,,,,,,,
Seifenspender Spirella Quadro schwarz,spirella,7610583136626,5270070,Seifenspender Quadro Black,7610583136626,5270070,AUTO,0,,,,,,,,,,
Seifenspender Spirella Quadro weiß,spirella,"7610583001535,2",5270040,Seifenspender Quadro White,7610583001535,5270040,AUTO,0,,,,,,,,,,
Seifenspender spirella Retro beige,spirella,7610583118059,5270110,Seifenspender Retro Beige,7610583118059,5270110,AUTO,1,,,,,,,,,,
Seifenspender Spirella Retro Schwarz,spirella,7610583080776,5270044,Seifenspender Retro Black,7610583080776,5270044,AUTO,0,,,,,,,,,,
Seifenspender Spirella Retro weiß,spirella,7610583080721,5270048,Seifenspender Retro White,7610583080721,5270048,AUTO,0,,,,,,,,,,
Seifenspender spirella Sydney Acryl sand,spirella,7610583168733,5270331,Seifenspender Sydney-Acryl Sand,7610583168733,5270331,AUTO,1,,,,,,,,,,
Seifenspender Spirella Sydney clear aqua,spirella,7610583177803,5240497,Dispenser Sydney-Acr. Cl-Acqua,7610583177803,5240497,AUTO,1,,,,,,,,,,
Seifenspender Spirella Sydney kiwi,Spirella,7610583153685,5270157,Seifenspender Sydney-Acryl Kiwi,7610583153685,5270157,AUTO,1,,,,,,,,,,
Seifenspender Spirella Sydney Lila,spirella,7610583113351,5270237,Seifenspender Sydney-Acryl Purple,7610583113351,5270237,AUTO,0,,,,,,,,,,
Seifenspender Spirella Toronto anthrazit,spirella,7610583067791,5270051,Seifenspender Toronto Dark Grey,7610583067791,5270051,AUTO,1,,,,,,,,,,
Seifenspender Spirella Toronto blau,Spirella,7610583067753,5270170,Seifenspender Toronto Navy,7610583067753,5270170,AUTO,0,,,,,,,,,,
Seifenspender Spirella Toronto clear/weiß,spirella,7610583064448,5270115,Seifenspender Toronto Clear/White,7610583064448,5270115,AUTO,1,,,,,,,,,,
Seifenspender Spirella Toronto orange,Spirella,7610583105073,5270220,Seifenspender Toronto Orange,7610583105073,5270220,AUTO,0,,,,,,,,,,
Seifenspender Spirella Tube blau,spirella,7610583160690,5270340,Seifenspender Tube Navy,7610583160690,5270340,AUTO,1,,,,,,,,,,
Seifenspender spirella Tube-Gradient schwarz/weiß,spirella,7610583179531,5260643,Seifenspender Tube-Gradient black,7610583179531,5260643,AUTO,1,,,,,,,,,,
Seifenspender Spirella Tube-Ribbed aqua,,7610583185105,5240484,Dispenser Tube-Ribbed Acqua,7610583185105,5240484,AUTO,1,,,,,,,,,,
Seifenspender Spirella Tube-Ribbed cement,,7610583185143,5240489,Dispenser Tube-Ribbed Cement,7610583185143,5240489,AUTO,1,,,,,,,,,,
Seifenspender Spirella Tube-Ribbed pistacio,,7610583185181,5240493,Dispenser Tube-Ribbed Pistach.,7610583185181,5240493,AUTO,1,,,,,,,,,,
Seifenspender Spirella Tube schwarz,spirella,7610583158741,5270322,Seifenspender Tube Black,7610583158741,5270322,AUTO,1,,,,,,,,,,
Seifenspender Spirella Tube-Stripes schwarz,spirella,7610583172891,5270325,Seifenspender Tube-Stripes Black,7610583172891,5270325,AUTO,1,,,,,,,,,,
Seifenspender Spirella Tube weiß,spirella,7610583160621,5270308,Seifenspender Tube White,7610583160621,5270308,AUTO,1,,,,,,,,,,
